,valid_from,valid_to,value_exc_vat
0,2021-05-15T02:00:00Z,2021-05-15T02:30:00Z,13.76
1,2021-05-15T01:30:00Z,2021-05-15T02:00:00Z,14.4
2,2021-05-15T01:00:00Z,2021-05-15T01:30:00Z,14.6
3,2021-05-15T00:30:00Z,2021-05-15T01:00:00Z,14.7
4,2021-05-15T00:00:00Z,2021-05-15T00:30:00Z,14.6
5,2021-05-14T23:30:00Z,2021-05-15T00:00:00Z,14.9
6,2021-05-14T23:00:00Z,2021-05-14T23:30:00Z,15.0
7,2021-05-14T22:30:00Z,2021-05-14T23:00:00Z,16.12
8,2021-05-14T22:00:00Z,2021-05-14T22:30:00Z,16.6
9,2021-05-14T21:30:00Z,2021-05-14T22:00:00Z,13.2
10,2021-05-14T21:00:00Z,2021-05-14T21:30:00Z,14.2
11,2021-05-14T20:30:00Z,2021-05-14T21:00:00Z,15.08
12,2021-05-14T20:00:00Z,2021-05-14T20:30:00Z,16.36
13,2021-05-14T19:30:00Z,2021-05-14T20:00:00Z,17.22
14,2021-05-14T19:00:00Z,2021-05-14T19:30:00Z,18.86
15,2021-05-14T18:30:00Z,2021-05-14T19:00:00Z,19.2
16,2021-05-14T18:00:00Z,2021-05-14T18:30:00Z,20.64
17,2021-05-14T17:30:00Z,2021-05-14T18:00:00Z,33.04
18,2021-05-14T17:00:00Z,2021-05-14T17:30:00Z,32.86
19,2021-05-14T16:30:00Z,2021-05-14T17:00:00Z,33.24
20,2021-05-14T16:00:00Z,2021-05-14T16:30:00Z,31.2
21,2021-05-14T15:30:00Z,2021-05-14T16:00:00Z,30.72
22,2021-05-14T15:00:00Z,2021-05-14T15:30:00Z,28.56
23,2021-05-14T14:30:00Z,2021-05-14T15:00:00Z,14.6
24,2021-05-14T14:00:00Z,2021-05-14T14:30:00Z,14.0
25,2021-05-14T13:30:00Z,2021-05-14T14:00:00Z,14.72
26,2021-05-14T13:00:00Z,2021-05-14T13:30:00Z,15.6
27,2021-05-14T12:30:00Z,2021-05-14T13:00:00Z,17.2
28,2021-05-14T12:00:00Z,2021-05-14T12:30:00Z,19.6
29,2021-05-14T11:30:00Z,2021-05-14T12:00:00Z,20.1
30,2021-05-14T11:00:00Z,2021-05-14T11:30:00Z,20.8
31,2021-05-14T10:30:00Z,2021-05-14T11:00:00Z,20.8
32,2021-05-14T10:00:00Z,2021-05-14T10:30:00Z,20.68
33,2021-05-14T09:30:00Z,2021-05-14T10:00:00Z,20.22
34,2021-05-14T09:00:00Z,2021-05-14T09:30:00Z,20.68
35,2021-05-14T08:30:00Z,2021-05-14T09:00:00Z,20.8
36,2021-05-14T08:00:00Z,2021-05-14T08:30:00Z,22.0
37,2021-05-14T07:30:00Z,2021-05-14T08:00:00Z,20.06
38,2021-05-14T07:00:00Z,2021-05-14T07:30:00Z,20.68
39,2021-05-14T06:30:00Z,2021-05-14T07:00:00Z,19.34
40,2021-05-14T06:00:00Z,2021-05-14T06:30:00Z,14.52
41,2021-05-14T05:30:00Z,2021-05-14T06:00:00Z,14.36
42,2021-05-14T05:00:00Z,2021-05-14T05:30:00Z,13.74
43,2021-05-14T04:30:00Z,2021-05-14T05:00:00Z,13.28
44,2021-05-14T04:00:00Z,2021-05-14T04:30:00Z,13.2
45,2021-05-14T03:30:00Z,2021-05-14T04:00:00Z,13.2
46,2021-05-14T03:00:00Z,2021-05-14T03:30:00Z,13.2
47,2021-05-14T02:30:00Z,2021-05-14T03:00:00Z,14.0
48,2021-05-14T02:00:00Z,2021-05-14T02:30:00Z,14.4
49,2021-05-14T01:30:00Z,2021-05-14T02:00:00Z,14.4
50,2021-05-14T01:00:00Z,2021-05-14T01:30:00Z,14.6
51,2021-05-14T00:30:00Z,2021-05-14T01:00:00Z,13.8
52,2021-05-14T00:00:00Z,2021-05-14T00:30:00Z,13.6
53,2021-05-13T23:30:00Z,2021-05-14T00:00:00Z,13.2
54,2021-05-13T23:00:00Z,2021-05-13T23:30:00Z,14.6
55,2021-05-13T22:30:00Z,2021-05-13T23:00:00Z,16.0
56,2021-05-13T22:00:00Z,2021-05-13T22:30:00Z,15.2
57,2021-05-13T21:30:00Z,2021-05-13T22:00:00Z,12.84
58,2021-05-13T21:00:00Z,2021-05-13T21:30:00Z,14.8
59,2021-05-13T20:30:00Z,2021-05-13T21:00:00Z,16.74
60,2021-05-13T20:00:00Z,2021-05-13T20:30:00Z,18.08
61,2021-05-13T19:30:00Z,2021-05-13T20:00:00Z,18.0
62,2021-05-13T19:00:00Z,2021-05-13T19:30:00Z,18.8
63,2021-05-13T18:30:00Z,2021-05-13T19:00:00Z,19.0
64,2021-05-13T18:00:00Z,2021-05-13T18:30:00Z,20.96
65,2021-05-13T17:30:00Z,2021-05-13T18:00:00Z,33.33
66,2021-05-13T17:00:00Z,2021-05-13T17:30:00Z,33.33
67,2021-05-13T16:30:00Z,2021-05-13T17:00:00Z,33.33
68,2021-05-13T16:00:00Z,2021-05-13T16:30:00Z,31.0
69,2021-05-13T15:30:00Z,2021-05-13T16:00:00Z,32.14
70,2021-05-13T15:00:00Z,2021-05-13T15:30:00Z,28.2
71,2021-05-13T14:30:00Z,2021-05-13T15:00:00Z,15.0
72,2021-05-13T14:00:00Z,2021-05-13T14:30:00Z,14.64
73,2021-05-13T13:30:00Z,2021-05-13T14:00:00Z,15.0
74,2021-05-13T13:00:00Z,2021-05-13T13:30:00Z,15.86
75,2021-05-13T12:30:00Z,2021-05-13T13:00:00Z,17.6
76,2021-05-13T12:00:00Z,2021-05-13T12:30:00Z,20.0
77,2021-05-13T11:30:00Z,2021-05-13T12:00:00Z,21.2
78,2021-05-13T11:00:00Z,2021-05-13T11:30:00Z,22.0
79,2021-05-13T10:30:00Z,2021-05-13T11:00:00Z,22.0
80,2021-05-13T10:00:00Z,2021-05-13T10:30:00Z,21.62
81,2021-05-13T09:30:00Z,2021-05-13T10:00:00Z,22.0
82,2021-05-13T09:00:00Z,2021-05-13T09:30:00Z,22.0
83,2021-05-13T08:30:00Z,2021-05-13T09:00:00Z,22.0
84,2021-05-13T08:00:00Z,2021-05-13T08:30:00Z,22.28
85,2021-05-13T07:30:00Z,2021-05-13T08:00:00Z,21.12
86,2021-05-13T07:00:00Z,2021-05-13T07:30:00Z,22.24
87,2021-05-13T06:30:00Z,2021-05-13T07:00:00Z,21.4
88,2021-05-13T06:00:00Z,2021-05-13T06:30:00Z,18.0
89,2021-05-13T05:30:00Z,2021-05-13T06:00:00Z,15.2
90,2021-05-13T05:00:00Z,2021-05-13T05:30:00Z,14.6
91,2021-05-13T04:30:00Z,2021-05-13T05:00:00Z,13.56
92,2021-05-13T04:00:00Z,2021-05-13T04:30:00Z,13.48
93,2021-05-13T03:30:00Z,2021-05-13T04:00:00Z,13.0
94,2021-05-13T03:00:00Z,2021-05-13T03:30:00Z,13.5
95,2021-05-13T02:30:00Z,2021-05-13T03:00:00Z,13.41
96,2021-05-13T02:00:00Z,2021-05-13T02:30:00Z,14.08
97,2021-05-13T01:30:00Z,2021-05-13T02:00:00Z,13.6
98,2021-05-13T01:00:00Z,2021-05-13T01:30:00Z,14.0
99,2021-05-13T00:30:00Z,2021-05-13T01:00:00Z,14.3
0,2021-05-13T00:00:00Z,2021-05-13T00:30:00Z,13.2
1,2021-05-12T23:30:00Z,2021-05-13T00:00:00Z,13.6
2,2021-05-12T23:00:00Z,2021-05-12T23:30:00Z,14.3
3,2021-05-12T22:30:00Z,2021-05-12T23:00:00Z,15.0
4,2021-05-12T22:00:00Z,2021-05-12T22:30:00Z,15.2
5,2021-05-12T21:30:00Z,2021-05-12T22:00:00Z,14.2
6,2021-05-12T21:00:00Z,2021-05-12T21:30:00Z,16.4
7,2021-05-12T20:30:00Z,2021-05-12T21:00:00Z,18.0
8,2021-05-12T20:00:00Z,2021-05-12T20:30:00Z,22.0
9,2021-05-12T19:30:00Z,2021-05-12T20:00:00Z,20.0
10,2021-05-12T19:00:00Z,2021-05-12T19:30:00Z,22.34
11,2021-05-12T18:30:00Z,2021-05-12T19:00:00Z,23.36
12,2021-05-12T18:00:00Z,2021-05-12T18:30:00Z,25.26
13,2021-05-12T17:30:00Z,2021-05-12T18:00:00Z,33.33
14,2021-05-12T17:00:00Z,2021-05-12T17:30:00Z,33.33
15,2021-05-12T16:30:00Z,2021-05-12T17:00:00Z,33.33
16,2021-05-12T16:00:00Z,2021-05-12T16:30:00Z,33.33
17,2021-05-12T15:30:00Z,2021-05-12T16:00:00Z,33.33
18,2021-05-12T15:00:00Z,2021-05-12T15:30:00Z,29.0
19,2021-05-12T14:30:00Z,2021-05-12T15:00:00Z,14.26
20,2021-05-12T14:00:00Z,2021-05-12T14:30:00Z,13.4
21,2021-05-12T13:30:00Z,2021-05-12T14:00:00Z,13.54
22,2021-05-12T13:00:00Z,2021-05-12T13:30:00Z,13.8
23,2021-05-12T12:30:00Z,2021-05-12T13:00:00Z,14.0
24,2021-05-12T12:00:00Z,2021-05-12T12:30:00Z,15.3
25,2021-05-12T11:30:00Z,2021-05-12T12:00:00Z,17.06
26,2021-05-12T11:00:00Z,2021-05-12T11:30:00Z,17.68
27,2021-05-12T10:30:00Z,2021-05-12T11:00:00Z,17.2
28,2021-05-12T10:00:00Z,2021-05-12T10:30:00Z,17.52
29,2021-05-12T09:30:00Z,2021-05-12T10:00:00Z,15.6
30,2021-05-12T09:00:00Z,2021-05-12T09:30:00Z,16.0
31,2021-05-12T08:30:00Z,2021-05-12T09:00:00Z,15.8
32,2021-05-12T08:00:00Z,2021-05-12T08:30:00Z,18.14
33,2021-05-12T07:30:00Z,2021-05-12T08:00:00Z,18.0
34,2021-05-12T07:00:00Z,2021-05-12T07:30:00Z,18.56
35,2021-05-12T06:30:00Z,2021-05-12T07:00:00Z,18.28
36,2021-05-12T06:00:00Z,2021-05-12T06:30:00Z,15.24
37,2021-05-12T05:30:00Z,2021-05-12T06:00:00Z,14.0
38,2021-05-12T05:00:00Z,2021-05-12T05:30:00Z,14.26
39,2021-05-12T04:30:00Z,2021-05-12T05:00:00Z,12.8
40,2021-05-12T04:00:00Z,2021-05-12T04:30:00Z,12.6
41,2021-05-12T03:30:00Z,2021-05-12T04:00:00Z,11.58
42,2021-05-12T03:00:00Z,2021-05-12T03:30:00Z,12.8
43,2021-05-12T02:30:00Z,2021-05-12T03:00:00Z,12.8
44,2021-05-12T02:00:00Z,2021-05-12T02:30:00Z,12.8
45,2021-05-12T01:30:00Z,2021-05-12T02:00:00Z,12.72
46,2021-05-12T01:00:00Z,2021-05-12T01:30:00Z,12.96
47,2021-05-12T00:30:00Z,2021-05-12T01:00:00Z,13.04
48,2021-05-12T00:00:00Z,2021-05-12T00:30:00Z,12.9
49,2021-05-11T23:30:00Z,2021-05-12T00:00:00Z,12.68
50,2021-05-11T23:00:00Z,2021-05-11T23:30:00Z,13.52
51,2021-05-11T22:30:00Z,2021-05-11T23:00:00Z,13.82
52,2021-05-11T22:00:00Z,2021-05-11T22:30:00Z,14.3
53,2021-05-11T21:30:00Z,2021-05-11T22:00:00Z,12.02
54,2021-05-11T21:00:00Z,2021-05-11T21:30:00Z,13.44
55,2021-05-11T20:30:00Z,2021-05-11T21:00:00Z,14.22
56,2021-05-11T20:00:00Z,2021-05-11T20:30:00Z,15.84
57,2021-05-11T19:30:00Z,2021-05-11T20:00:00Z,17.0
58,2021-05-11T19:00:00Z,2021-05-11T19:30:00Z,17.84
59,2021-05-11T18:30:00Z,2021-05-11T19:00:00Z,18.32
60,2021-05-11T18:00:00Z,2021-05-11T18:30:00Z,19.0
61,2021-05-11T17:30:00Z,2021-05-11T18:00:00Z,31.0
62,2021-05-11T17:00:00Z,2021-05-11T17:30:00Z,30.98
63,2021-05-11T16:30:00Z,2021-05-11T17:00:00Z,30.5
64,2021-05-11T16:00:00Z,2021-05-11T16:30:00Z,29.88
65,2021-05-11T15:30:00Z,2021-05-11T16:00:00Z,28.74
66,2021-05-11T15:00:00Z,2021-05-11T15:30:00Z,26.46
67,2021-05-11T14:30:00Z,2021-05-11T15:00:00Z,12.62
68,2021-05-11T14:00:00Z,2021-05-11T14:30:00Z,12.22
69,2021-05-11T13:30:00Z,2021-05-11T14:00:00Z,12.7
70,2021-05-11T13:00:00Z,2021-05-11T13:30:00Z,12.7
71,2021-05-11T12:30:00Z,2021-05-11T13:00:00Z,12.3
72,2021-05-11T12:00:00Z,2021-05-11T12:30:00Z,13.04
73,2021-05-11T11:30:00Z,2021-05-11T12:00:00Z,13.86
74,2021-05-11T11:00:00Z,2021-05-11T11:30:00Z,14.26
75,2021-05-11T10:30:00Z,2021-05-11T11:00:00Z,13.76
76,2021-05-11T10:00:00Z,2021-05-11T10:30:00Z,13.76
77,2021-05-11T09:30:00Z,2021-05-11T10:00:00Z,13.48
78,2021-05-11T09:00:00Z,2021-05-11T09:30:00Z,14.8
79,2021-05-11T08:30:00Z,2021-05-11T09:00:00Z,15.81
80,2021-05-11T08:00:00Z,2021-05-11T08:30:00Z,16.8
81,2021-05-11T07:30:00Z,2021-05-11T08:00:00Z,15.94
82,2021-05-11T07:00:00Z,2021-05-11T07:30:00Z,17.0
83,2021-05-11T06:30:00Z,2021-05-11T07:00:00Z,17.0
84,2021-05-11T06:00:00Z,2021-05-11T06:30:00Z,15.6
85,2021-05-11T05:30:00Z,2021-05-11T06:00:00Z,14.92
86,2021-05-11T05:00:00Z,2021-05-11T05:30:00Z,14.78
87,2021-05-11T04:30:00Z,2021-05-11T05:00:00Z,12.64
88,2021-05-11T04:00:00Z,2021-05-11T04:30:00Z,12.22
89,2021-05-11T03:30:00Z,2021-05-11T04:00:00Z,12.5
90,2021-05-11T03:00:00Z,2021-05-11T03:30:00Z,13.2
91,2021-05-11T02:30:00Z,2021-05-11T03:00:00Z,12.6
92,2021-05-11T02:00:00Z,2021-05-11T02:30:00Z,12.8
93,2021-05-11T01:30:00Z,2021-05-11T02:00:00Z,12.18
94,2021-05-11T01:00:00Z,2021-05-11T01:30:00Z,12.5
95,2021-05-11T00:30:00Z,2021-05-11T01:00:00Z,12.0
96,2021-05-11T00:00:00Z,2021-05-11T00:30:00Z,11.0
97,2021-05-10T23:30:00Z,2021-05-11T00:00:00Z,10.68
98,2021-05-10T23:00:00Z,2021-05-10T23:30:00Z,11.24
99,2021-05-10T22:30:00Z,2021-05-10T23:00:00Z,13.0
0,2021-05-10T22:00:00Z,2021-05-10T22:30:00Z,13.34
1,2021-05-10T21:30:00Z,2021-05-10T22:00:00Z,9.6
2,2021-05-10T21:00:00Z,2021-05-10T21:30:00Z,14.2
3,2021-05-10T20:30:00Z,2021-05-10T21:00:00Z,14.8
4,2021-05-10T20:00:00Z,2021-05-10T20:30:00Z,16.8
5,2021-05-10T19:30:00Z,2021-05-10T20:00:00Z,16.8
6,2021-05-10T19:00:00Z,2021-05-10T19:30:00Z,17.1
7,2021-05-10T18:30:00Z,2021-05-10T19:00:00Z,16.4
8,2021-05-10T18:00:00Z,2021-05-10T18:30:00Z,17.64
9,2021-05-10T17:30:00Z,2021-05-10T18:00:00Z,28.11
10,2021-05-10T17:00:00Z,2021-05-10T17:30:00Z,27.8
11,2021-05-10T16:30:00Z,2021-05-10T17:00:00Z,25.6
12,2021-05-10T16:00:00Z,2021-05-10T16:30:00Z,25.4
13,2021-05-10T15:30:00Z,2021-05-10T16:00:00Z,25.0
14,2021-05-10T15:00:00Z,2021-05-10T15:30:00Z,23.2
15,2021-05-10T14:30:00Z,2021-05-10T15:00:00Z,11.38
16,2021-05-10T14:00:00Z,2021-05-10T14:30:00Z,11.0
17,2021-05-10T13:30:00Z,2021-05-10T14:00:00Z,10.5
18,2021-05-10T13:00:00Z,2021-05-10T13:30:00Z,10.66
19,2021-05-10T12:30:00Z,2021-05-10T13:00:00Z,10.0
20,2021-05-10T12:00:00Z,2021-05-10T12:30:00Z,12.42
21,2021-05-10T11:30:00Z,2021-05-10T12:00:00Z,13.32
22,2021-05-10T11:00:00Z,2021-05-10T11:30:00Z,13.06
23,2021-05-10T10:30:00Z,2021-05-10T11:00:00Z,14.72
24,2021-05-10T10:00:00Z,2021-05-10T10:30:00Z,15.2
25,2021-05-10T09:30:00Z,2021-05-10T10:00:00Z,15.06
26,2021-05-10T09:00:00Z,2021-05-10T09:30:00Z,16.08
27,2021-05-10T08:30:00Z,2021-05-10T09:00:00Z,18.0
28,2021-05-10T08:00:00Z,2021-05-10T08:30:00Z,19.06
29,2021-05-10T07:30:00Z,2021-05-10T08:00:00Z,18.4
30,2021-05-10T07:00:00Z,2021-05-10T07:30:00Z,19.0
31,2021-05-10T06:30:00Z,2021-05-10T07:00:00Z,18.76
32,2021-05-10T06:00:00Z,2021-05-10T06:30:00Z,17.48
33,2021-05-10T05:30:00Z,2021-05-10T06:00:00Z,15.8
34,2021-05-10T05:00:00Z,2021-05-10T05:30:00Z,15.4
35,2021-05-10T04:30:00Z,2021-05-10T05:00:00Z,14.0
36,2021-05-10T04:00:00Z,2021-05-10T04:30:00Z,14.0
37,2021-05-10T03:30:00Z,2021-05-10T04:00:00Z,14.0
38,2021-05-10T03:00:00Z,2021-05-10T03:30:00Z,14.16
39,2021-05-10T02:30:00Z,2021-05-10T03:00:00Z,14.88
40,2021-05-10T02:00:00Z,2021-05-10T02:30:00Z,15.0
41,2021-05-10T01:30:00Z,2021-05-10T02:00:00Z,13.6
42,2021-05-10T01:00:00Z,2021-05-10T01:30:00Z,14.0
43,2021-05-10T00:30:00Z,2021-05-10T01:00:00Z,14.88
44,2021-05-10T00:00:00Z,2021-05-10T00:30:00Z,14.0
45,2021-05-09T23:30:00Z,2021-05-10T00:00:00Z,13.16
46,2021-05-09T23:00:00Z,2021-05-09T23:30:00Z,14.0
47,2021-05-09T22:30:00Z,2021-05-09T23:00:00Z,15.78
48,2021-05-09T22:00:00Z,2021-05-09T22:30:00Z,14.22
49,2021-05-09T21:30:00Z,2021-05-09T22:00:00Z,13.0
50,2021-05-09T21:00:00Z,2021-05-09T21:30:00Z,15.26
51,2021-05-09T20:30:00Z,2021-05-09T21:00:00Z,17.28
52,2021-05-09T20:00:00Z,2021-05-09T20:30:00Z,17.38
53,2021-05-09T19:30:00Z,2021-05-09T20:00:00Z,17.28
54,2021-05-09T19:00:00Z,2021-05-09T19:30:00Z,17.8
55,2021-05-09T18:30:00Z,2021-05-09T19:00:00Z,17.2
56,2021-05-09T18:00:00Z,2021-05-09T18:30:00Z,16.92
57,2021-05-09T17:30:00Z,2021-05-09T18:00:00Z,28.6
58,2021-05-09T17:00:00Z,2021-05-09T17:30:00Z,27.44
59,2021-05-09T16:30:00Z,2021-05-09T17:00:00Z,26.2
60,2021-05-09T16:00:00Z,2021-05-09T16:30:00Z,24.48
61,2021-05-09T15:30:00Z,2021-05-09T16:00:00Z,26.2
62,2021-05-09T15:00:00Z,2021-05-09T15:30:00Z,25.0
63,2021-05-09T14:30:00Z,2021-05-09T15:00:00Z,12.4
64,2021-05-09T14:00:00Z,2021-05-09T14:30:00Z,9.92
65,2021-05-09T13:30:00Z,2021-05-09T14:00:00Z,9.74
66,2021-05-09T13:00:00Z,2021-05-09T13:30:00Z,10.7
67,2021-05-09T12:30:00Z,2021-05-09T13:00:00Z,12.9
68,2021-05-09T12:00:00Z,2021-05-09T12:30:00Z,14.32
69,2021-05-09T11:30:00Z,2021-05-09T12:00:00Z,16.64
70,2021-05-09T11:00:00Z,2021-05-09T11:30:00Z,16.7
71,2021-05-09T10:30:00Z,2021-05-09T11:00:00Z,16.8
72,2021-05-09T10:00:00Z,2021-05-09T10:30:00Z,16.7
73,2021-05-09T09:30:00Z,2021-05-09T10:00:00Z,16.88
74,2021-05-09T09:00:00Z,2021-05-09T09:30:00Z,15.56
75,2021-05-09T08:30:00Z,2021-05-09T09:00:00Z,17.12
76,2021-05-09T08:00:00Z,2021-05-09T08:30:00Z,15.56
77,2021-05-09T07:30:00Z,2021-05-09T08:00:00Z,15.6
78,2021-05-09T07:00:00Z,2021-05-09T07:30:00Z,14.6
79,2021-05-09T06:30:00Z,2021-05-09T07:00:00Z,10.8
80,2021-05-09T06:00:00Z,2021-05-09T06:30:00Z,8.8
81,2021-05-09T05:30:00Z,2021-05-09T06:00:00Z,6.74
82,2021-05-09T05:00:00Z,2021-05-09T05:30:00Z,6.24
83,2021-05-09T04:30:00Z,2021-05-09T05:00:00Z,4.28
84,2021-05-09T04:00:00Z,2021-05-09T04:30:00Z,3.4
85,2021-05-09T03:30:00Z,2021-05-09T04:00:00Z,5.28
86,2021-05-09T03:00:00Z,2021-05-09T03:30:00Z,7.2
87,2021-05-09T02:30:00Z,2021-05-09T03:00:00Z,7.5
88,2021-05-09T02:00:00Z,2021-05-09T02:30:00Z,8.8
89,2021-05-09T01:30:00Z,2021-05-09T02:00:00Z,8.6
90,2021-05-09T01:00:00Z,2021-05-09T01:30:00Z,11.6
91,2021-05-09T00:30:00Z,2021-05-09T01:00:00Z,12.4
92,2021-05-09T00:00:00Z,2021-05-09T00:30:00Z,9.0
93,2021-05-08T23:30:00Z,2021-05-09T00:00:00Z,8.1
94,2021-05-08T23:00:00Z,2021-05-08T23:30:00Z,9.62
95,2021-05-08T22:30:00Z,2021-05-08T23:00:00Z,14.2
96,2021-05-08T22:00:00Z,2021-05-08T22:30:00Z,14.0
97,2021-05-08T21:30:00Z,2021-05-08T22:00:00Z,10.96
98,2021-05-08T21:00:00Z,2021-05-08T21:30:00Z,14.8
99,2021-05-08T20:30:00Z,2021-05-08T21:00:00Z,16.0
0,2021-05-08T20:00:00Z,2021-05-08T20:30:00Z,15.8
1,2021-05-08T19:30:00Z,2021-05-08T20:00:00Z,15.0
2,2021-05-08T19:00:00Z,2021-05-08T19:30:00Z,16.14
3,2021-05-08T18:30:00Z,2021-05-08T19:00:00Z,16.2
4,2021-05-08T18:00:00Z,2021-05-08T18:30:00Z,17.12
5,2021-05-08T17:30:00Z,2021-05-08T18:00:00Z,29.6
6,2021-05-08T17:00:00Z,2021-05-08T17:30:00Z,29.6
7,2021-05-08T16:30:00Z,2021-05-08T17:00:00Z,28.4
8,2021-05-08T16:00:00Z,2021-05-08T16:30:00Z,27.28
9,2021-05-08T15:30:00Z,2021-05-08T16:00:00Z,25.28
10,2021-05-08T15:00:00Z,2021-05-08T15:30:00Z,23.0
11,2021-05-08T14:30:00Z,2021-05-08T15:00:00Z,8.48
12,2021-05-08T14:00:00Z,2021-05-08T14:30:00Z,8.4
13,2021-05-08T13:30:00Z,2021-05-08T14:00:00Z,8.64
14,2021-05-08T13:00:00Z,2021-05-08T13:30:00Z,9.2
15,2021-05-08T12:30:00Z,2021-05-08T13:00:00Z,10.32
16,2021-05-08T12:00:00Z,2021-05-08T12:30:00Z,11.1
17,2021-05-08T11:30:00Z,2021-05-08T12:00:00Z,13.6
18,2021-05-08T11:00:00Z,2021-05-08T11:30:00Z,14.4
19,2021-05-08T10:30:00Z,2021-05-08T11:00:00Z,14.8
20,2021-05-08T10:00:00Z,2021-05-08T10:30:00Z,13.22
21,2021-05-08T09:30:00Z,2021-05-08T10:00:00Z,14.8
22,2021-05-08T09:00:00Z,2021-05-08T09:30:00Z,15.48
23,2021-05-08T08:30:00Z,2021-05-08T09:00:00Z,15.0
24,2021-05-08T08:00:00Z,2021-05-08T08:30:00Z,15.8
25,2021-05-08T07:30:00Z,2021-05-08T08:00:00Z,13.16
26,2021-05-08T07:00:00Z,2021-05-08T07:30:00Z,13.0
27,2021-05-08T06:30:00Z,2021-05-08T07:00:00Z,12.16
28,2021-05-08T06:00:00Z,2021-05-08T06:30:00Z,11.0
29,2021-05-08T05:30:00Z,2021-05-08T06:00:00Z,11.6
30,2021-05-08T05:00:00Z,2021-05-08T05:30:00Z,8.0
31,2021-05-08T04:30:00Z,2021-05-08T05:00:00Z,9.02
32,2021-05-08T04:00:00Z,2021-05-08T04:30:00Z,10.62
33,2021-05-08T03:30:00Z,2021-05-08T04:00:00Z,11.36
34,2021-05-08T03:00:00Z,2021-05-08T03:30:00Z,13.2
35,2021-05-08T02:30:00Z,2021-05-08T03:00:00Z,14.16
36,2021-05-08T02:00:00Z,2021-05-08T02:30:00Z,14.6
37,2021-05-08T01:30:00Z,2021-05-08T02:00:00Z,13.08
38,2021-05-08T01:00:00Z,2021-05-08T01:30:00Z,14.14
39,2021-05-08T00:30:00Z,2021-05-08T01:00:00Z,14.2
40,2021-05-08T00:00:00Z,2021-05-08T00:30:00Z,14.15
41,2021-05-07T23:30:00Z,2021-05-08T00:00:00Z,13.2
42,2021-05-07T23:00:00Z,2021-05-07T23:30:00Z,15.4
43,2021-05-07T22:30:00Z,2021-05-07T23:00:00Z,17.6
44,2021-05-07T22:00:00Z,2021-05-07T22:30:00Z,17.33
45,2021-05-07T21:30:00Z,2021-05-07T22:00:00Z,13.32
46,2021-05-07T21:00:00Z,2021-05-07T21:30:00Z,15.48
47,2021-05-07T20:30:00Z,2021-05-07T21:00:00Z,17.12
48,2021-05-07T20:00:00Z,2021-05-07T20:30:00Z,19.0
49,2021-05-07T19:30:00Z,2021-05-07T20:00:00Z,18.72
50,2021-05-07T19:00:00Z,2021-05-07T19:30:00Z,19.44
51,2021-05-07T18:30:00Z,2021-05-07T19:00:00Z,20.6
52,2021-05-07T18:00:00Z,2021-05-07T18:30:00Z,21.6
53,2021-05-07T17:30:00Z,2021-05-07T18:00:00Z,33.33
54,2021-05-07T17:00:00Z,2021-05-07T17:30:00Z,32.6
55,2021-05-07T16:30:00Z,2021-05-07T17:00:00Z,32.8
56,2021-05-07T16:00:00Z,2021-05-07T16:30:00Z,30.3
57,2021-05-07T15:30:00Z,2021-05-07T16:00:00Z,27.02
58,2021-05-07T15:00:00Z,2021-05-07T15:30:00Z,25.38
59,2021-05-07T14:30:00Z,2021-05-07T15:00:00Z,12.6
60,2021-05-07T14:00:00Z,2021-05-07T14:30:00Z,12.48
61,2021-05-07T13:30:00Z,2021-05-07T14:00:00Z,12.4
62,2021-05-07T13:00:00Z,2021-05-07T13:30:00Z,12.76
63,2021-05-07T12:30:00Z,2021-05-07T13:00:00Z,13.32
64,2021-05-07T12:00:00Z,2021-05-07T12:30:00Z,14.0
65,2021-05-07T11:30:00Z,2021-05-07T12:00:00Z,16.73
66,2021-05-07T11:00:00Z,2021-05-07T11:30:00Z,17.67
67,2021-05-07T10:30:00Z,2021-05-07T11:00:00Z,16.4
68,2021-05-07T10:00:00Z,2021-05-07T10:30:00Z,16.8
69,2021-05-07T09:30:00Z,2021-05-07T10:00:00Z,15.3
70,2021-05-07T09:00:00Z,2021-05-07T09:30:00Z,17.04
71,2021-05-07T08:30:00Z,2021-05-07T09:00:00Z,17.04
72,2021-05-07T08:00:00Z,2021-05-07T08:30:00Z,19.96
73,2021-05-07T07:30:00Z,2021-05-07T08:00:00Z,18.4
74,2021-05-07T07:00:00Z,2021-05-07T07:30:00Z,19.76
75,2021-05-07T06:30:00Z,2021-05-07T07:00:00Z,20.0
76,2021-05-07T06:00:00Z,2021-05-07T06:30:00Z,16.92
77,2021-05-07T05:30:00Z,2021-05-07T06:00:00Z,14.96
78,2021-05-07T05:00:00Z,2021-05-07T05:30:00Z,16.4
79,2021-05-07T04:30:00Z,2021-05-07T05:00:00Z,14.7
80,2021-05-07T04:00:00Z,2021-05-07T04:30:00Z,14.0
81,2021-05-07T03:30:00Z,2021-05-07T04:00:00Z,13.24
82,2021-05-07T03:00:00Z,2021-05-07T03:30:00Z,13.36
83,2021-05-07T02:30:00Z,2021-05-07T03:00:00Z,13.18
84,2021-05-07T02:00:00Z,2021-05-07T02:30:00Z,13.24
85,2021-05-07T01:30:00Z,2021-05-07T02:00:00Z,12.82
86,2021-05-07T01:00:00Z,2021-05-07T01:30:00Z,13.76
87,2021-05-07T00:30:00Z,2021-05-07T01:00:00Z,14.0
